,LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP,NHL_DV
3574,OHL,12277/luke-lynes,F,2008,20.797222,68,21,43,64,0.941176,4,4,269,0,1,DY+2,L,Yes,0.0,0,0
3576,USHL,12278/shane-sims,D,2007,19.375,59,10,19,29,0.491525,2,2,118,0,0,DY+1,R,Yes,0.0,1,1
3579,USHL,122785/robbie-baillargeon,F,2013,19.802778,55,18,23,41,0.745455,2,2,109,0,0,DY+1,R,Yes,0.0,0,0
3584,QMJHL,12279/andrew-bodnarchuk,D,2008,20.177778,65,10,33,43,0.661538,3,3,196,0,1,DY+2,L,Yes,0.095238,42,1
3588,OHL,12281/david-meckler,F,2007,20.183332999999998,67,38,35,73,1.089552,3,3,183,0,1,DY+2,R,Yes,0.0,0,0
3601,OHL,122937/gemel-smith,F,2014,20.413889,69,37,38,75,1.086957,4,4,264,0,1,DY+2,L,Yes,0.25,80,1
3604,OHL,122954/vili-saarijarvi,D,2017,20.333333,34,11,20,31,0.9117649999999999,3,3,150,0,1,DY+2,R,Yes,0.0,0,0
3624,WHL,123542/eetu-tuulola,F,2017,19.494444,62,18,13,31,0.5,1,1,62,1,0,DY+1,R,Yes,0.0,0,0
3634,USHL,12367/derek-peltier,D,2004,19.502778,55,7,26,33,0.6,2,2,111,0,0,DY+1,L,Yes,0.0,14,1
3644,WHL,12385/michael-sauer,D,2007,20.105556,65,5,18,23,0.353846,3,3,156,0,1,DY+2,R,Yes,0.183673,98,1
3648,QMJHL,12386/chad-denny,D,2007,20.466667,59,17,48,65,1.101695,4,4,215,0,1,DY+2,L,Yes,0.0,0,0
3651,WHL,12387/matt-kassian,F,2007,20.880556,72,8,10,18,0.25,3,3,208,0,1,DY+2,L,Yes,0.065789,76,1
3656,WHL,12388/chris-durand,F,2008,21.65,62,19,27,46,0.741935,5,5,330,0,1,DY+3,R,Yes,0.0,0,0
3667,OHL,12395/brad-ralph,F,2000,19.911111,56,28,35,63,1.125,3,3,182,0,1,DY+1,L,Yes,0.0,1,1
3672,QMJHL,12401/danick-paquette,F,2010,20.161111,64,36,29,65,1.015625,4,4,251,0,1,DY+2,R,Yes,0.0,0,0
3683,QMJHL,12406/andrew-macdonald,D,2007,21.022222,65,14,44,58,0.892308,2,2,133,0,0,DY+3,L,Yes,0.274744,586,1
3687,WHL,12426/myles-stoesz,F,2007,20.583333,69,7,4,11,0.15942,4,4,235,0,1,DY+2,R,Yes,0.0,0,0
3691,OHL,12428/josh-beaulieu,F,2007,20.680556,44,10,6,16,0.363636,4,4,210,0,1,DY+2,L,Yes,0.0,0,0
3696,OHL,12429/ryan-mcginnis,D,2008,21.533333,64,6,42,48,0.75,5,5,287,0,1,DY+3,L,Yes,0.0,0,0
3741,USHL,12459/joe-lavin,D,2010,21.161111,24,5,12,17,0.708333,2,2,57,0,0,DY+3,L,Yes,0.0,0,0
3745,OHL,12460/stefan-legein,F,2008,19.808332999999998,30,24,13,37,1.233333,4,4,202,0,1,DY+1,R,Yes,0.0,0,0
3746,USHL,12461/max-pacioretty,F,2007,18.819444,60,21,42,63,1.05,1,1,60,1,0,DY,L,Yes,0.705202,692,1
3749,OHL,12462/nick-spaling,F,2008,19.988889,56,38,34,72,1.285714,3,3,179,0,1,DY+1,L,Yes,0.28375300000000003,437,1
3750,USHL,12463/colby-cohen,D,2007,18.388889000000002,53,13,47,60,1.132075,1,1,53,1,0,DY,R,Yes,0.0,3,1
3751,WHL,12464/t.j.-galiardi,F,2008,20.397222,72,18,52,70,0.9722219999999999,1,1,72,1,0,DY+2,L,Yes,0.32710300000000003,321,1
3755,OHL,12468/tony-romano,F,2009,21.694444,65,36,33,69,1.0615379999999999,2,2,131,0,0,DY+3,R,Yes,0.0,0,0
3763,WHL,12476/dustin-johner,F,2004,21.525,71,26,31,57,0.802817,4,4,285,0,1,DY+3,R,Yes,0.0,0,0
3768,QMJHL,12486/mathieu-aubin,F,2006,19.991667,70,47,56,103,1.471429,3,3,187,0,1,DY+1,R,Yes,0.0,0,0
3771,QMJHL,12488/jimmy-bonneau,F,2005,20.480556,70,11,11,22,0.314286,3,3,205,0,1,DY+2,L,Yes,0.0,0,0
3774,USHL,12492/mike-erickson,F,2004,21.425,58,37,24,61,1.0517239999999999,2,2,86,0,0,DY+3,R,Yes,0.0,0,0
3789,OHL,125026/ryan-kujawinski,F,2015,20.458333,61,34,25,59,0.9672129999999999,4,4,231,0,1,DY+2,L,Yes,0.0,0,0
3793,OHL,125028/tyler-bertuzzi,F,2015,20.558332999999998,68,43,55,98,1.441176,4,4,201,0,1,DY+2,L,Yes,0.554688,128,1
3800,QMJHL,12504/logan-macmillan,F,2009,20.355556,43,9,22,31,0.7209300000000001,4,4,219,0,1,DY+2,L,Yes,0.0,0,0
3803,WHL,12505/spencer-machacek,F,2008,19.919444,70,33,45,78,1.114286,3,3,203,0,1,DY+1,R,Yes,0.36,25,1
3809,QMJHL,12508/kevin-marshall,D,2009,20.513889000000002,61,9,29,38,0.622951,4,4,257,0,1,DY+2,L,Yes,0.0,10,1
3810,USHL,12509/nico-sacchetti,F,2008,19.066667000000002,56,10,14,24,0.428571,1,1,56,1,0,DY+1,R,Yes,0.0,0,0
3817,OHL,12512/josh-godfrey,D,2008,20.666667,60,17,34,51,0.85,4,3,209,0,1,DY+2,R,Yes,0.0,0,0
3819,USHL,12513/aaron-palushaj,F,2007,18.022222,56,22,45,67,1.1964290000000002,2,2,114,0,0,DY,R,Yes,0.205882,68,1
3822,OHL,12514/eric-tangradi,F,2009,20.597222,55,38,50,88,1.6,3,3,176,0,1,DY+2,L,Yes,0.10666700000000001,150,1
3823,USHL,12515/will-weber,D,2008,19.880556,46,8,10,18,0.391304,1,1,46,1,0,DY+1,L,Yes,0.0,0,0
3827,OHL,12516/drew-schiestel,D,2009,20.516667,63,10,38,48,0.761905,4,4,237,0,1,DY+2,L,Yes,0.0,0,0
3829,OHL,12517/wayne-simmonds,F,2008,20.052778,60,33,42,75,1.25,2,2,126,0,0,DY+2,R,Yes,0.563615,841,1
3833,QMJHL,12518/maxime-macenauer,F,2009,20.697222,54,22,18,40,0.740741,4,3,176,0,1,DY+2,L,Yes,0.137931,29,1
3836,WHL,12519/garrett-klotz,F,2008,19.8,52,1,3,4,0.08,3,3,150,0,1,DY+1,L,Yes,0.0,0,0
3838,USHL,12520/jake-hansen,F,2008,19.066667000000002,60,31,27,58,0.966667,2,1,75,0,0,DY+1,R,Yes,0.0,0,0
3842,WHL,12521/drayson-bowman,F,2009,20.519444,62,47,36,83,1.33871,4,4,261,0,1,DY+2,L,Yes,0.183333,180,1
3844,USHL,12522/jason-gregoire,F,2008,19.558332999999998,54,37,32,69,1.277778,2,2,86,0,0,DY+1,L,Yes,0.0,0,0
3847,OHL,12524/robert-bortuzzo,D,2009,20.491667,23,1,16,17,0.7391300000000001,3,3,138,0,1,DY+2,R,Yes,0.155224,335,1
3851,OHL,12525/nick-palmieri,F,2009,20.175,61,27,14,41,0.672131,4,4,235,0,1,DY+2,R,Yes,0.287356,87,1
3854,USHL,12526/phil-desimone,F,2007,20.488889,60,26,47,73,1.216667,3,3,164,0,1,DY+2,L,Yes,0.0,0,0
3858,WHL,12527/brett-sonne,F,2009,20.330556,62,48,52,100,1.612903,4,4,226,0,1,DY+2,L,Yes,0.0,0,0
3860,USHL,12530/steven-kampfer,D,2006,17.975,56,6,10,16,0.28571399999999997,2,2,103,0,0,DY-1,R,Yes,0.15920399999999998,201,1
3861,USHL,12531/alec-martinez,D,2005,18.136111,58,10,11,21,0.36206900000000003,1,1,58,1,0,DY,L,Yes,0.341727,556,1
3862,USHL,12535/travis-erstad,F,2008,19.85,52,9,10,19,0.365385,1,1,52,1,0,DY+1,R,Yes,0.0,0,0
3867,WHL,12536/justin-mccrae,F,2009,20.875,37,7,7,14,0.37837800000000005,5,5,302,0,1,DY+2,R,Yes,0.0,0,0
3871,USHL,12538/brett-bruneteau,F,2009,20.702778,57,15,28,43,0.754386,4,4,201,0,1,DY+2,L,Yes,0.0,0,0
3875,WHL,12539/dwight-king,F,2009,20.194444,64,25,35,60,0.9375,4,4,266,0,1,DY+2,L,Yes,0.29863,365,1
3878,QMJHL,12542/david-skokan,F,2008,19.775,53,19,21,40,0.754717,3,3,158,0,1,DY+1,L,Yes,0.0,0,0
3881,WHL,12543/justin-falk,D,2008,19.927778,72,4,22,26,0.361111,3,3,187,0,1,DY+1,L,Yes,0.11828,279,1
3883,QMJHL,12547/armands-berzins,F,2003,19.716667,59,24,19,43,0.7288140000000001,2,2,122,0,0,DY+1,L,Yes,0.0,0,0
3890,WHL,1255/fred-wikner,F,2006,20.705556,66,10,8,18,0.272727,1,1,66,1,0,DY+2,L,Yes,0.0,0,0
3893,OHL,12550/agris-saviels,D,2002,20.666667,60,5,27,32,0.533333,3,3,193,0,1,DY+2,L,Yes,0.0,0,0
3898,QMJHL,12556/simon-lacroix,D,2010,21.294444,67,11,30,41,0.6119399999999999,4,4,241,0,1,DY+3,R,Yes,0.0,0,0
3903,WHL,12557/colton-sceviour,F,2009,20.402778,69,29,51,80,1.1594200000000001,5,4,251,0,1,DY+2,R,Yes,0.324675,385,1
3905,USHL,12558/ben-ryan,F,2007,18.913889,59,22,42,64,1.084746,2,2,119,0,0,DY,R,Yes,0.0,0,0
3906,QMJHL,12559/alain-goulet,D,2009,20.980556,32,16,19,35,1.09375,1,1,32,1,0,DY+2,R,Yes,0.0,0,0
3907,WHL,1256/john-wikner,F,2006,20.705556,60,9,13,22,0.366667,1,1,60,1,0,DY+2,L,Yes,0.0,0,0
3911,OHL,12560/matt-halischuk,F,2008,20.288889,40,13,46,59,1.475,4,4,198,0,1,DY+2,R,Yes,0.267857,280,1
3915,WHL,12561/keith-aulie,D,2009,20.177778,58,6,27,33,0.568966,4,4,234,0,1,DY+2,L,Yes,0.083832,167,1
3917,USHL,12562/taylor-matson,F,2008,19.997222,55,13,24,37,0.6727270000000001,2,1,65,0,0,DY+1,R,Yes,0.0,0,0
3921,OHL,12563/cole-jarrett,D,2003,20.697222,58,14,41,55,0.948276,4,4,226,0,1,DY+2,L,Yes,0.0,1,1
3924,WHL,12565/tomas-vincour,F,2010,19.822222,57,29,19,48,0.8421049999999999,3,3,171,0,1,DY+1,R,Yes,0.178947,95,1
3930,OHL,12567/michal-jordan,D,2010,20.161111,41,13,19,32,0.780488,3,3,160,0,1,DY+2,L,Yes,0.088608,79,1
3941,WHL,12570/jyri-niemi,D,2010,20.25,50,8,21,29,0.58,3,3,159,0,1,DY+2,L,Yes,0.0,0,0
3943,OHL,12571/matt-duchene,F,2009,18.663889,57,31,48,79,1.385965,2,2,121,0,0,DY,L,Yes,0.7524069999999999,727,1
3944,OHL,12572/radim-ostrcil,D,2008,19.666667,59,0,13,13,0.22033899999999998,1,1,59,1,0,DY+1,L,Yes,0.0,0,0
3953,QMJHL,12577/chris-lyness,D,2001,21.369444,66,28,72,100,1.515152,4,4,267,0,1,DY+3,R,Yes,0.0,0,0
3966,WHL,12635/joe-barnes,F,2006,20.247222,55,25,27,52,0.9454549999999999,4,4,239,0,1,DY+2,L,Yes,0.0,0,0
3971,WHL,12636/matt-kinch,D,2001,21.577778,70,18,66,84,1.2,5,5,319,0,1,DY+3,L,Yes,0.0,0,0
3985,QMJHL,126391/samuel-morin,D,2015,20.175,38,5,27,32,0.8421049999999999,4,4,200,0,1,DY+2,L,Yes,0.0,8,1
3999,QMJHL,126397/tommy-veilleux,F,2016,21.355556,17,1,6,7,0.41,5,0,198,0,1,DY+3,L,Yes,0.0,0,0
4008,QMJHL,126399/vincent-dunn,F,2015,20.002778,46,19,13,32,0.695652,4,4,205,0,1,DY+2,L,Yes,0.0,0,0
4011,QMJHL,126400/laurent-dauphin,F,2015,20.466667,56,31,44,75,1.339286,3,3,170,0,1,DY+2,L,Yes,0.11428599999999998,35,1
4018,QMJHL,12671/robin-leblanc,F,2004,21.677778,60,24,46,70,1.166667,5,5,294,0,1,DY+3,R,Yes,0.0,0,0
4026,WHL,1269/johannes-salmonsson,F,2006,20.605556,54,12,15,27,0.5,1,1,54,1,0,DY+2,L,Yes,0.0,0,0
4030,OHL,126916/kyle-platzer,F,2015,20.530556,68,34,47,81,1.191176,4,3,203,0,1,DY+2,R,Yes,0.0,0,0
4034,OHL,126917/brent-pedersen,F,2015,20.194444,69,17,20,37,0.5362319999999999,4,4,268,0,1,DY+2,L,Yes,0.0,0,0
4043,WHL,12724/blake-robson,F,2003,21.458333,68,31,55,86,1.2647059999999999,5,5,336,0,1,DY+3,L,Yes,0.0,0,0
4054,OHL,127501/dominik-masin,D,2016,20.622222,57,8,32,40,0.701754,2,2,105,0,0,DY+2,L,Yes,0.0,0,0
4057,OHL,12753/scott-cameron,F,2001,20.427778,68,37,43,80,1.1764709999999998,3,3,204,0,1,DY+2,L,Yes,0.0,0,0
4077,OHL,12761/brian-passmore,F,2001,21.383333,57,16,32,48,0.8421049999999999,4,4,243,0,1,DY+3,L,Yes,0.0,0,0
4081,WHL,12762/k.c.-timmons,D,2000,20.441667000000002,69,24,24,48,0.695652,4,4,262,0,1,DY+2,L,Yes,0.0,0,0
4084,OHL,12763/brett-clouthier,F,2001,20.266667,68,28,29,57,0.8382350000000001,3,3,197,0,1,DY+2,L,Yes,0.0,0,0
4088,WHL,12768/greg-watson,F,2003,20.536111,69,17,29,46,0.666667,4,4,258,0,1,DY+2,R,Yes,0.0,0,0
4092,OHL,12769/chris-stanley,F,2000,21.241667,68,25,39,64,0.941176,4,4,251,0,1,DY+3,L,Yes,0.0,0,0
4099,WHL,12777/jason-beckett,D,2000,20.144444,70,3,15,18,0.257143,3,3,211,0,1,DY+2,R,Yes,0.0,0,0
4101,USHL,12780/dan-welch,F,2002,21.561111,7,4,2,6,0.857143,2,0,59,0,0,DY+3,R,Yes,0.0,0,0
4104,OHL,127847/remi-elie,F,2015,20.413889,63,30,46,76,1.206349,3,3,195,0,1,DY+2,L,Yes,0.20754699999999998,106,1
4111,OHL,12795/preston-mizzi,F,2001,20.730556,66,27,33,60,0.909091,4,4,266,0,1,DY+2,R,Yes,0.0,0,0
4116,WHL,12802/christian-chartier,D,2001,20.711111,63,12,56,68,1.079365,5,5,325,0,1,DY+2,L,Yes,0.0,0,0
4127,WHL,12812/brett-lysak,F,2001,20.708333,64,35,48,83,1.296875,5,5,331,0,1,DY+2,L,Yes,0.0,2,1
4158,QMJHL,128231/yan-pavel-laplante,F,2016,21.394444,63,34,31,65,1.0317459999999998,5,4,251,0,1,DY+3,L,Yes,0.0,0,0
4193,WHL,12833/adam-courchaine,F,2005,21.311111,71,28,50,78,1.098592,4,4,285,0,1,DY+3,L,Yes,0.0,0,0
4197,WHL,12834/justin-cox,F,2001,20.505556,71,30,38,68,0.9577459999999999,4,4,254,0,1,DY+2,R,Yes,0.0,0,0
4199,WHL,12836/sean-curry,D,2002,20.377778,60,10,19,29,0.483333,2,2,132,0,0,DY+2,R,Yes,0.0,0,0
4216,QMJHL,128447/alexis-vanier,D,2016,20.733333,61,10,20,30,0.491803,4,4,223,0,1,DY+2,L,Yes,0.0,0,0
4231,QMJHL,128459/alexis-pepin,F,2017,21.391667,64,24,27,51,0.796875,5,5,297,0,1,DY+3,L,Yes,0.0,0,0
4238,WHL,12847/darcy-robinson,D,2001,20.366667,71,3,11,14,0.197183,4,4,240,0,1,DY+2,R,Yes,0.0,0,0
4258,QMJHL,128500/frederik-gauthier,F,2015,20.386111,37,16,16,32,0.864865,3,3,153,0,1,DY+2,L,Yes,0.17757,107,1
4262,QMJHL,128505/daniel-audette,F,2016,20.358333,52,22,37,59,1.134615,4,4,234,0,1,DY+2,L,Yes,0.0,0,0
4279,QMJHL,128515/christopher-clapperton,F,2015,21.563889,61,35,41,76,1.245902,4,4,237,0,1,DY+3,L,Yes,0.0,0,0
4286,QMJHL,128521/cedric-paquette,F,2013,20.088889,63,27,56,83,1.31746,2,2,126,0,0,DY+2,L,Yes,0.212025,316,1
4300,USHL,12877/troy-riddle,F,2000,19.058332999999998,53,36,30,66,1.245283,1,1,53,1,0,DY+1,R,Yes,0.0,0,0
4305,QMJHL,12883/danny-stewart,F,2006,21.394444,58,29,38,67,1.1551719999999999,5,5,325,0,1,DY+3,L,Yes,0.0,0,0
4347,QMJHL,128977/emile-poirier,F,2014,19.752778,63,43,44,87,1.380952,3,3,195,0,1,DY+1,L,Yes,0.125,8,1
4372,QMJHL,129015/dylan-labbe,D,2015,20.683332999999998,63,15,36,51,0.809524,3,3,187,0,1,DY+2,L,Yes,0.0,0,0
4428,USHL,12914/tyler-scott,D,2001,21.177778,30,20,15,35,1.166667,1,1,30,1,0,DY+3,L,Yes,0.0,0,0
4433,OHL,12916/brad-woods,D,2002,21.530556,19,0,6,6,0.32,4,0,197,0,1,DY+3,R,Yes,0.0,0,0
4697,OHL,130786/pavel-zacha,F,2016,19.441667000000002,51,28,36,64,1.254902,2,2,88,0,0,DY+1,L,Yes,0.37810900000000003,201,1
4700,QMJHL,130789/vaclav-karabacek,F,2016,20.369444,47,18,12,30,0.6382979999999999,3,3,171,0,1,DY+2,R,Yes,0.0,0,0
4750,USHL,130916/joe-wegwerth,F,2015,19.247222,59,9,21,30,0.508475,3,2,100,0,0,DY+1,L,Yes,0.0,0,0
4754,WHL,13097/ty-morris,F,2005,21.619444,66,28,44,72,1.090909,2,2,131,0,0,DY+3,L,Yes,0.0,0,0
4755,USHL,131061/boo-nieves,F,2012,18.644444,13,2,8,10,0.769231,1,0,13,1,0,DY,L,Yes,0.263889,72,1
4756,OHL,131138/jonne-tammela,F,2017,20.111110999999998,2,1,0,1,0.5,1,0,2,1,0,DY+2,L,Yes,0.0,0,0
4769,WHL,131215/tyler-steenbergen,F,2018,20.688889,56,47,55,102,1.8214290000000002,4,4,267,0,1,DY+2,L,Yes,0.0,0,0
4771,WHL,131262/andrew-nielsen,D,2016,19.838889,71,18,52,70,0.985915,2,2,130,0,0,DY+1,L,Yes,0.0,0,0
4792,WHL,131304/giorgio-estephan,F,2018,21.616667,69,30,56,86,1.246377,6,5,327,0,1,DY+3,R,Yes,0.0,0,0
4797,WHL,131328/matteo-gennaro,F,2018,21.458333,67,42,37,79,1.1791040000000002,5,5,338,0,1,DY+3,L,Yes,0.0,0,0
4801,USHL,131370/connor-clifton,D,2013,18.380556,25,3,6,9,0.36,2,1,33,0,0,DY,R,Yes,0.052632000000000005,19,1
4833,OHL,13161/ludvig-rensfeldt,F,2012,20.627778,58,22,21,43,0.741379,1,1,58,1,0,DY+2,L,Yes,0.0,0,0
4848,USHL,132024/brian-pinho,F,2014,19.372222,59,28,28,56,0.949153,1,1,59,1,0,DY+1,R,Yes,0.0,0,0
4854,WHL,13243/jake-riddle,F,2004,21.397222,65,18,22,40,0.6153850000000001,4,4,274,0,1,DY+3,L,Yes,0.0,0,0
4868,WHL,13250/brad-voth,F,2001,21.555556,45,9,9,18,0.4,4,4,213,0,1,DY+3,R,Yes,0.0,0,0
4873,WHL,133/jonas-johansson,F,2004,20.491667,72,18,19,37,0.513889,2,2,98,0,0,DY+2,R,Yes,0.0,1,1
4890,OHL,133841/kevin-labanc,F,2016,20.758333,65,39,88,127,1.953846,5,5,257,0,1,DY+2,R,Yes,0.5420560000000001,214,1
4891,USHL,13396/vince-bellissimo,F,2002,19.752778,61,37,39,76,1.245902,1,1,61,1,0,DY+1,R,Yes,0.0,0,0
4898,WHL,13405/lane-manson,D,2004,20.586111,72,3,9,12,0.166667,3,3,205,0,1,DY+2,L,Yes,0.0,0,0
4902,WHL,13406/deryk-engelland,D,2003,21.45,65,3,8,11,0.169231,4,4,241,0,1,DY+3,R,Yes,0.19453399999999998,622,1
4908,WHL,13414/craig-weller,F,2002,21.494444,69,5,13,18,0.26087,2,2,99,0,0,DY+3,R,Yes,0.147368,95,1
4912,QMJHL,13417/francois-pierre-guenette,F,2005,21.658333,70,21,38,59,0.842857,4,4,246,0,1,DY+3,R,Yes,0.0,0,0
4918,WHL,1342/marcus-jonasen,F,2005,21.675,70,21,20,41,0.5857140000000001,2,2,113,0,0,DY+3,R,Yes,0.0,0,0
4923,QMJHL,13425/benoit-mondou,F,2006,21.366667,59,46,52,98,1.6610169999999997,5,5,308,0,1,DY+3,R,Yes,0.0,0,0
4935,USHL,13431/jake-taylor,D,2003,20.122222,60,8,8,16,0.266667,2,2,116,0,0,DY+2,R,Yes,0.0,0,0
4944,OHL,13435/michael-jacobsen,D,2002,21.141667,62,8,24,32,0.516129,5,5,317,0,1,DY+3,L,Yes,0.0,0,0
4948,QMJHL,13436/nicholas-bilotto,D,2000,21.558332999999998,70,16,44,60,0.857143,4,4,198,0,1,DY+3,R,Yes,0.0,0,0
4993,OHL,13472/bill-kinkel,F,2004,20.55,62,12,11,23,0.37096799999999996,3,3,184,0,1,DY+2,L,Yes,0.0,0,0
5014,QMJHL,13483/shawn-collymore,F,2004,21.369444,56,26,29,55,0.982143,5,5,312,0,1,DY+3,R,Yes,0.0,0,0
5015,USHL,13488/andy-sertich,D,2002,19.358333,13,2,4,6,0.461538,1,0,13,1,0,DY+1,L,Yes,0.0,0,0
5029,QMJHL,13497/kelsey-tessier,F,2010,20.663889,54,19,34,53,0.9814809999999999,4,4,249,0,1,DY+2,R,Yes,0.0,0,0
5033,OHL,13499/philip-mcrae,F,2010,20.5,52,16,35,51,0.980769,4,4,240,0,1,DY+2,L,Yes,0.2,15,1
5044,OHL,13509/charlie-stephens,F,2002,21.444444,60,24,35,59,0.983333,5,5,309,0,1,DY+3,R,Yes,0.25,8,1
5066,OHL,135423/nick-magyar,F,2016,20.294444,49,11,9,20,0.408163,4,4,211,0,1,DY+2,R,Yes,0.0,0,0
5083,OHL,135703/michael-mccarron,F,2015,20.522222,56,28,40,68,1.214286,4,3,176,0,1,DY+2,R,Yes,0.115942,69,1
5126,QMJHL,13583/gleason-fournier,D,2011,20.019444,57,12,32,44,0.77193,4,4,237,0,1,DY+2,L,Yes,0.0,0,0
5141,QMJHL,135860/samuel-dove-mcfalls,F,2018,21.430556,64,22,51,73,1.140625,5,5,276,0,1,DY+3,L,Yes,0.0,0,0
5164,WHL,13595/carson-mcmillan,F,2009,21.013889000000002,68,31,41,72,1.058824,4,4,271,0,1,DY+3,R,Yes,0.3125,16,1
5176,WHL,13603/dan-gendur,F,2008,21.316667000000002,60,29,55,84,1.4,4,3,200,0,1,DY+3,R,Yes,0.0,0,0
5179,OHL,13606/josh-kidd,D,2008,19.830556,43,5,8,13,0.30232600000000004,3,3,175,0,1,DY+1,R,Yes,0.0,0,0
5188,OHL,13614/jake-muzzin,D,2010,21.566667000000002,64,15,52,67,1.046875,4,4,230,0,1,DY+3,L,Yes,0.43536099999999994,526,1
5191,OHL,13615/bret-nasby,D,2006,20.480556,52,9,22,31,0.596154,3,3,174,0,1,DY+2,R,Yes,0.0,0,0
5195,WHL,13618/ray-macias,D,2007,20.991667,70,30,40,70,1.0,4,4,276,0,1,DY+2,R,Yes,0.14285699999999998,7,1
5204,WHL,13625/colten-teubert,D,2010,20.519444,60,10,30,40,0.666667,5,4,263,0,1,DY+2,R,Yes,0.041667,24,1
5222,USHL,13631/todd-jackson,F,2000,19.430556,23,8,6,14,0.608696,2,2,76,0,0,DY+1,R,Yes,0.0,0,0
5225,OHL,13632/richard-greenop,F,2009,20.558332999999998,60,4,4,8,0.13,3,3,168,0,1,DY+2,R,Yes,0.0,0,0
5244,QMJHL,13641/michel-periard,D,2000,20.847222,70,25,75,100,1.4285709999999998,3,3,202,0,1,DY+2,L,Yes,0.0,0,0
5252,OHL,13647/pavel-voroshnin,D,2004,20.477778,58,3,22,25,0.43103400000000003,2,2,126,0,0,DY+2,L,Yes,0.0,0,0
5255,OHL,13648/frantisek-lukes,F,2003,20.972222,62,27,46,73,1.177419,3,3,186,0,1,DY+2,R,Yes,0.0,0,0
5256,WHL,13650/marcin-kolusz,D,2004,19.658333,64,6,12,18,0.28125,1,1,64,1,0,DY+1,L,Yes,0.0,0,0
5258,WHL,13651/tomas-kundratek,D,2010,20.719444,65,2,33,35,0.538462,2,2,116,0,0,DY+2,R,Yes,0.23333299999999998,30,1
5260,QMJHL,13652/jan-steber,F,2005,19.905556,63,17,17,34,0.539683,2,2,132,0,0,DY+1,L,Yes,0.0,0,0
5266,USHL,13657/tomas-troliga,F,2005,21.391667,43,10,26,36,0.837209,2,2,102,0,0,DY+3,R,Yes,0.0,0,0
5267,WHL,13659/stanislav-balan,F,2006,20.625,67,14,23,37,0.552239,1,1,67,1,0,DY+2,L,Yes,0.0,0,0
5270,QMJHL,13661/miroslav-durak,D,2002,21.266667,67,11,36,47,0.701493,3,3,183,0,1,DY+3,L,Yes,0.0,0,0
5280,OHL,13667/michael-neal,F,2009,20.45,66,9,12,21,0.318182,3,3,164,0,1,DY+2,L,Yes,0.0,0,0
5293,OHL,13670/justin-shugg,F,2011,19.725,66,41,46,87,1.318182,4,4,262,0,1,DY+1,R,Yes,0.0,3,1
5334,QMJHL,13774/nathan-saunders,D,2005,20.388889000000002,70,5,23,28,0.4,4,4,261,0,1,DY+2,R,Yes,0.0,0,0
5350,QMJHL,13783/joel-chouinard,D,2010,20.436111,65,23,45,68,1.046154,4,4,221,0,1,DY+2,L,Yes,0.0,0,0
5359,QMJHL,13785/luke-adam,F,2010,20.241667,56,49,41,90,1.607143,4,4,236,0,1,DY+2,L,Yes,0.288889,90,1
5370,QMJHL,13797/thatcher-bell,F,2003,21.622222,64,36,48,84,1.3125,5,5,256,0,1,DY+3,L,Yes,0.0,0,0
5375,WHL,13799/scott-glennie,F,2011,20.563889,70,35,56,91,1.3,4,4,252,0,1,DY+2,R,Yes,0.0,1,1
5385,WHL,13812/brett-leffler,F,2010,21.322222,71,18,26,44,0.619718,5,5,305,0,1,DY+3,R,Yes,0.0,0,0
5400,OHL,13837/mickey-renaud,F,2008,19.944444,56,21,20,41,0.732143,3,3,192,0,1,DY+1,L,Yes,0.0,0,0
5410,OHL,13839/andrew-yogan,F,2012,20.780556,66,41,38,79,1.19697,5,4,240,0,1,DY+2,L,Yes,0.0,0,0
5428,OHL,13844/justin-dibenedetto,F,2009,21.055556,62,45,48,93,1.5,5,5,303,0,1,DY+3,L,Yes,0.125,8,1
5451,WHL,13929/ryan-molle,D,2010,21.627778,70,3,8,11,0.157143,4,4,250,0,1,DY+3,R,Yes,0.0,0,0
5466,WHL,13934/landon-ferraro,F,2011,20.102778,41,10,17,27,0.658537,4,4,216,0,1,DY+2,R,Yes,0.155844,77,1
5495,WHL,13946/luca-sbisa,D,2010,20.625,29,4,14,18,0.62069,3,2,109,0,0,DY+2,L,Yes,0.20436500000000002,504,1
5510,QMJHL,13999/francis-wathier,F,2005,20.772222,67,15,20,35,0.522388,4,4,253,0,1,DY+2,L,Yes,0.0,10,1
5519,WHL,14003/ryan-reaves,F,2007,20.652778,69,15,20,35,0.507246,3,3,201,0,1,DY+2,R,Yes,0.140138,578,1
5522,QMJHL,14004/bruce-graham,F,2005,19.786111,47,23,19,42,0.893617,3,3,181,0,1,DY+1,L,Yes,0.0,0,0
5534,OHL,14011/justin-taylor,F,2010,21.602778,68,33,29,62,0.9117649999999999,4,4,231,0,1,DY+3,L,Yes,0.0,0,0
5538,OHL,14012/ryan-ellis,D,2011,20.7,58,24,76,100,1.7241380000000002,4,4,226,0,1,DY+2,R,Yes,0.44769899999999996,478,1
5541,OHL,14013/josh-bailey,F,2008,18.952778,67,29,67,96,1.432836,3,3,191,0,1,DY,L,Yes,0.543287,797,1
